ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight
19130036,6.0,4,253,67,83,41.0,4.7,46,4.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,5.0,2.0,1981.0,2.0,3.0,2.0,2.0,9000.0,7.0,2,2,2,2,2,1.0,41.0,6.74,3.0,5.0,1.0,2.0,4.0,5.0,3.0,2.0,3.0,5.0,2.0,4.0,5.0,2.0,4.0,5.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,3.0,6.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,4.0,4.0,4.0,3.0,8,1,1,2,4,4.0,3,3.0,3.0,3.0,2.0,2,53.5,1.0,103.0,3.0,50.0,2,29.0,0.000340556
19130149,1.0,2,162,28,54,21.6,3.57,34,4.0,2.0,2.0,0.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,2.0,1.0,1969.0,2.0,3.0,1.0,6.0,3250.0,6.0,2,2,2,2,2,1.0,21.6,5.12,1.0,5.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,8,1,1,2,4,3.0,2,4.0,2.0,2.0,3.0,2,37.0,1.0,80.0,5.0,70.0,2,41.0,0.000109132
19130149,1.0,2,150,65,15,23.2,3.54,32,4.0,2.0,2.0,0.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,2.0,1.0,1969.0,2.0,3.0,1.0,6.0,3250.0,6.0,2,2,2,2,2,1.0,23.2,5.07,1.0,5.0,6.0,6.0,4.0,4.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,2.0,4.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,5.0,5.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,8,1,1,2,4,3.0,2,4.0,2.0,2.0,3.0,2,35.0,1.0,70.0,5.0,45.0,2,41.0,0.000109132
19130179,1.0,0,44,34,0,6.8,0.97,12,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,5.0,5.0,3.0,1.0,1944.0,1.0,2.0,1.0,5.0,5000.0,6.0,2,2,2,2,2,1.0,6.8,1.39,2.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,8,1,1,2,4,5.0,2,3.0,2.0,2.0,1.0,2,10.5,1.0,10.0,5.0,10.0,2,66.0,8.57e-05
19130203,1.0,0,26,22,0,6.0,1.32,16,4.0,1.0,2.0,0.0,7.0,,2.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,10.0,6.0,2.0,1958.0,2.0,3.0,2.0,2.0,15000.0,6.0,2,2,2,2,2,1.0,6.0,1.89,2.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,8,1,1,2,4,5.0,2,2.0,3.0,2.0,2.0,2,12.0,2.0,4.0,4.0,10.0,2,52.0,9.82e-05
19130203,1.0,0,26,22,0,6.0,1.32,16,4.0,1.0,2.0,0.0,7.0,,2.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,5.0,10.0,6.0,2.0,1958.0,2.0,3.0,2.0,2.0,15000.0,6.0,2,2,2,2,2,1.0,6.0,1.89,2.0,4.0,2.0,2.0,5.0,5.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,8,1,1,2,4,5.0,2,2.0,3.0,2.0,2.0,2,12.0,2.0,4.0,4.0,10.0,2,52.0,9.82e-05
19130206,9.0,2,134,32,30,15.8,1.07,12,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,2.0,1.0,1944.0,2.0,2.0,9.0,8.0,3250.0,3.0,2,2,2,2,2,1.0,15.8,1.53,2.0,2.0,4.0,1.0,1.0,1.0,6.0,6.0,4.0,5.0,1.0,3.0,2.0,1.0,5.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,1.0,6.0,1.0,5.0,6.0,1.0,2.0,5.0,4.0,6.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,6.0,1.0,1.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,3.0,8,1,1,2,4,1.0,2,4.0,2.0,2.0,3.0,2,10.0,1.0,72.0,4.0,50.0,2,66.0,0.0003213
19130206,9.0,0,118,68,0,24.2,3.28,33,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,4.0,5.0,2.0,1.0,1944.0,2.0,2.0,9.0,8.0,3250.0,3.0,2,2,2,2,2,1.0,24.2,4.7,2.0,2.0,4.0,1.0,1.0,1.0,6.0,6.0,4.0,5.0,1.0,3.0,2.0,1.0,5.0,6.0,6.0,1.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,4.0,1.0,6.0,1.0,5.0,6.0,1.0,2.0,5.0,4.0,6.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,6.0,1.0,1.0,5.0,6.0,4.0,4.0,3.0,1.0,5.0,3.0,8,1,1,2,4,1.0,3,4.0,2.0,2.0,3.0,2,32.0,1.0,50.0,4.0,50.0,2,66.0,0.0003213
19130213,4.0,7,380,105,56,94.0,17.66,135,3.0,2.0,2.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,35.0,4.0,2.0,1975.0,2.0,4.0,2.0,3.0,7000.0,3.0,2,2,2,2,2,1.0,94.0,25.31,2.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,2.0,4.0,5.0,5.0,1.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,8,1,1,2,4,5.0,5,3.0,2.0,2.0,2.0,2,189.0,1.0,219.0,4.0,165.0,2,35.0,0.00087004
19130238,10.0,2,138,44,14,24.8,1.07,12,2.0,0.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,4.0,2.0,4.0,1.0,1943.0,2.0,2.0,9.0,4.0,7000.0,3.0,1,2,2,2,2,1.0,12.4,1.53,2.0,4.0,3.0,3.0,3.0,3.0,6.0,6.0,6.0,5.0,3.0,4.0,3.0,1.0,4.0,6.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0,2.0,4.0,1.0,2.0,5.0,5.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,6.0,2.0,2.0,3.0,1.0,4.0,3.0,5.0,1.0,2.0,3.0,8,1,1,2,4,1.0,2,1.0,2.0,2.0,3.0,2,10.0,1.0,80.0,4.0,15.0,2,67.0,0.0003213
19130279,7.0,6,519,88,40,152.8,46.31,378,2.0,0.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,3.0,3.0,2.0,1943.0,2.0,2.0,9.0,8.0,5000.0,3.0,1,2,2,2,2,2.0,76.4,66.36,1.0,4.0,4.0,2.0,2.0,2.0,6.0,4.0,3.0,4.0,4.0,4.0,2.0,6.0,4.0,6.0,5.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,3.0,4.0,3.0,4.0,2.0,6.0,3.0,6.0,6.0,5.0,2.0,6.0,6.0,4.0,3.0,6.0,4.0,6.0,3.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,6.0,3.0,4.0,3.0,8,1,1,2,4,5.0,6,1.0,2.0,1.0,4.0,2,508.9,0.0,391.0,5.0,512.0,2,67.0,0.000288998
19130374,4.0,6,367,100,52,72.0,18.24,133,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,2.0,4.0,5.0,3.0,2.0,1968.0,2.0,4.0,2.0,6.0,5000.0,3.0,2,2,1,2,2,1.0,0.0,26.14,2.0,4.0,2.0,2.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,2.0,4.0,1.0,3.0,4.0,4.0,1.0,5.0,2.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,3.0,8,1,1,2,4,5.0,5,4.0,1.0,1.0,3.0,2,141.5,1.0,215.0,3.0,165.0,2,42.0,0.000367986
19130578,1.0,1,44,9,1,9.6,1.74,16,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1979.0,2.0,2.0,1.0,8.0,5000.0,6.0,1,2,2,2,2,1.0,4.8,2.49,1.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,6.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,8,1,1,2,4,5.0,1,4.0,2.0,1.0,4.0,2,17.0,1.0,34.0,5.0,15.0,2,31.0,0.000232084
19130578,4.0,0,31,20,0,3.4,0.67,6,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1979.0,2.0,2.0,1.0,8.0,5000.0,6.0,1,2,2,2,2,1.0,2.2,0.96,1.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,6.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,8,1,1,2,4,5.0,1,4.0,2.0,1.0,4.0,2,4.5,1.0,11.0,5.0,10.0,2,31.0,0.000232084
19130578,10.0,0,29,22,0,3.4,0.64,5,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,1979.0,2.0,2.0,1.0,8.0,5000.0,6.0,1,2,2,2,2,1.0,2.2,0.92,1.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4.0,2.0,3.0,6.0,4.0,1.0,5.0,5.0,3.0,2.0,2.0,5.0,2.0,4.0,5.0,5.0,5.0,2.0,3.0,2.0,5.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,8,1,1,2,4,5.0,1,4.0,2.0,1.0,4.0,2,4.5,1.0,7.0,5.0,10.0,2,31.0,0.000232084
19130685,2.0,3,228,20,29,72.0,21.11,171,6.0,2.0,4.0,2.0,8.0,2.0,6.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,12.0,46.0,5.0,1.0,1963.0,2.0,3.0,1.0,1.0,9000.0,3.0,2,2,2,2,2,1.0,72.0,30.25,1.0,3.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,5.0,1.0,5.0,5.0,1.0,5.0,3.0,3.0,1.0,5.0,3.0,5.0,5.0,5.0,4.0,4.0,1.0,5.0,1.0,5.0,1.0,5.0,3.0,4.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0,4.0,4.0,3.0,5.0,5.0,2.0,1.0,8,1,1,2,4,5.0,1,3.0,1.0,1.0,2.0,2,235.0,1.0,179.0,4.0,,2,47.0,0.000409116
19130766,1.0,4,145,19,22,33.6,7.47,54,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,7.0,4.0,1.0,1953.0,2.0,2.0,6.0,6.0,7000.0,3.0,2,2,2,2,2,1.0,33.6,10.7,1.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,5.0,4.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,3.0,6.0,6.0,4.0,6.0,6.0,6.0,1.0,4.0,2.0,2.0,3.0,6.0,2.0,4.0,2.0,2.0,1.0,1.0,5.0,4.0,2.0,4.0,5.0,5.0,6.0,6.0,5.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,8,1,1,2,4,3.0,1,1.0,2.0,2.0,3.0,2,82.0,1.0,104.0,4.0,55.0,2,57.0,0.000409116
19130798,2.0,2,113,53,0,34.6,3.77,42,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1970.0,2.0,2.0,1.0,7.0,5000.0,3.0,2,2,2,2,2,2.0,34.6,5.4,2.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,5.0,6.0,3.0,4.0,4.0,2.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,2.0,5.0,6.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,8,1,1,2,4,5.0,2,4.0,1.0,1.0,4.0,2,42.0,1.0,60.0,1.0,40.0,2,40.0,0.000409116
19130798,1.0,2,188,54,37,34.6,3.77,42,2.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,4.0,2.0,3.0,1.0,1970.0,2.0,2.0,1.0,7.0,5000.0,3.0,2,2,2,2,2,2.0,34.6,5.4,2.0,4.0,4.0,3.0,3.0,4.0,5.0,2.0,3.0,5.0,6.0,3.0,4.0,4.0,2.0,6.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,2.0,5.0,6.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0,3.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,8,1,1,2,4,5.0,2,4.0,1.0,1.0,4.0,2,42.0,1.0,97.0,1.0,45.0,2,40.0,0.000409116
19130843,9.0,1,97,29,1,20.8,3.69,37,5.0,1.0,1.0,0.0,3.0,1.0,5.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,7.0,6.0,,1.0,1992.0,3.0,6.0,8.0,8.0,6101.0,2.0,2,1,2,2,2,2.0,0.0,5.29,1.0,5.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,6.0,5.0,3.0,5.0,5.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,3.0,8,1,1,2,4,5.0,2,3.0,2.0,2.0,3.0,2,39.0,1.0,67.0,3.0,45.0,2,18.0,0.002440844
19130855,1.0,1,72,26,1,15.2,2.88,27,3.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,1976.0,2.0,3.0,2.0,6.0,3250.0,3.0,1,2,2,2,2,1.0,7.6,4.13,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,8,1,1,2,4,5.0,2,2.0,2.0,2.0,4.0,2,31.0,1.0,45.0,8.0,30.0,2,34.0,0.00087004
19130855,1.0,2,126,33,15,29.6,2.89,27,3.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,3.0,4.0,2.0,2.0,1976.0,2.0,3.0,2.0,6.0,3250.0,3.0,1,2,2,2,2,1.0,14.8,4.14,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,8,1,1,2,4,5.0,2,2.0,2.0,2.0,4.0,2,31.0,1.0,78.0,8.0,30.0,2,34.0,0.00087004
19130883,8.0,1,74,22,7,12.8,2.18,21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1942.0,3.0,1.0,9.0,8.0,3250.0,3.0,2,2,2,2,2,1.0,12.8,3.12,2.0,4.0,3.0,2.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,4.0,2.0,5.0,6.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,5.0,6.0,3.0,4.0,4.0,5.0,6.0,3.0,8,1,1,2,4,3.0,1,,2.0,2.0,1.0,2,22.0,1.0,45.0,4.0,25.0,2,68.0,0.000288998
19130883,8.0,1,79,22,10,12.8,2.18,21,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1942.0,3.0,1.0,9.0,8.0,3250.0,3.0,2,2,2,2,2,1.0,12.8,3.12,2.0,4.0,3.0,2.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,3.0,4.0,2.0,5.0,6.0,3.0,3.0,5.0,4.0,4.0,4.0,6.0,4.0,4.0,3.0,4.0,3.0,6.0,6.0,3.0,6.0,3.0,3.0,4.0,2.0,3.0,1.0,3.0,4.0,2.0,4.0,4.0,5.0,6.0,4.0,3.0,5.0,6.0,3.0,4.0,4.0,5.0,6.0,3.0,8,1,1,2,4,3.0,1,,2.0,2.0,1.0,2,22.0,1.0,47.0,4.0,40.0,2,68.0,0.000288998
19130933,7.0,0,19,15,0,3.4,0.37,5,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,7.0,4.0,1.0,1932.0,2.0,2.0,9.0,6.0,7000.0,3.0,1,2,2,2,2,1.0,2.2,0.53,1.0,5.0,5.0,5.0,4.0,3.0,6.0,6.0,6.0,6.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,1.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,3.0,1.0,1.0,4.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,5.0,6.0,1.0,5.0,3.0,5.0,4.0,3.0,8,1,1,2,4,5.0,1,1.0,2.0,1.0,3.0,2,3.0,1.0,4.0,4.0,,2,78.0,0.0003213
19130963,1.0,0,28,24,0,6.0,0.55,7,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,10.0,4.0,2.0,1957.0,2.0,3.0,2.0,2.0,7000.0,7.0,2,2,2,2,2,1.0,6.0,0.79,2.0,3.0,4.0,4.0,4.0,5.0,6.0,1.0,6.0,5.0,1.0,3.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,5.0,6.0,2.0,6.0,6.0,1.0,5.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,5.0,,1.0,1.0,5.0,1.0,4.0,5.0,,,3.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,1.0,8,1,1,2,4,5.0,2,3.0,1.0,2.0,3.0,2,4.5,1.0,4.0,3.0,10.0,2,53.0,0.000144039
19130963,7.0,0,12,10,0,3.0,0.13,1,3.0,1.0,2.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,10.0,4.0,2.0,1957.0,2.0,3.0,2.0,2.0,7000.0,7.0,2,2,2,2,2,1.0,3.0,0.19,2.0,3.0,4.0,4.0,4.0,5.0,6.0,1.0,6.0,5.0,1.0,3.0,5.0,3.0,5.0,2.0,5.0,1.0,5.0,2.0,4.0,5.0,6.0,2.0,6.0,6.0,1.0,5.0,5.0,1.0,6.0,6.0,5.0,1.0,5.0,5.0,,1.0,1.0,5.0,1.0,4.0,5.0,,,3.0,1.0,5.0,1.0,1.0,3.0,4.0,3.0,4.0,3.0,8,1,1,2,4,5.0,1,3.0,1.0,2.0,3.0,2,0.9,1.0,2.0,3.0,2.0,2,53.0,0.000144039
19610035,1.0,1,72,46,0,5.2,0.97,14,4.0,2.0,1.0,0.0,6.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,6.0,2.0,1965.0,2.0,3.0,2.0,3.0,15000.0,8.0,1,2,2,2,2,2.0,2.6,1.39,5.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,9,1,1,2,1,3.0,2,3.0,2.0,3.0,3.0,2,5.5,1.0,26.0,5.0,45.0,2,45.0,0.000144039
19610035,1.0,1,73,45,3,5.2,0.97,14,4.0,2.0,1.0,0.0,6.0,3.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,6.0,2.0,1965.0,2.0,3.0,2.0,3.0,15000.0,8.0,1,2,2,2,2,2.0,2.6,1.39,5.0,5.0,2.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0,5.0,1.0,3.0,1.0,3.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,1.0,5.0,5.0,1.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,2.0,3.0,2.0,4.0,4.0,3.0,1.0,9,1,1,2,1,3.0,2,3.0,2.0,3.0,3.0,2,5.5,1.0,25.0,5.0,40.0,2,45.0,0.000144039
19610100,7.0,1,158,62,3,28.0,3.46,49,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,34.0,5.0,1.0,1946.0,2.0,2.0,9.0,2.0,9000.0,7.0,2,2,2,2,2,1.0,28.0,4.96,2.0,2.0,6.0,3.0,4.0,4.0,6.0,,3.0,4.0,1.0,4.0,4.0,1.0,3.0,6.0,5.0,2.0,5.0,4.0,4.0,4.0,5.0,2.0,4.0,6.0,5.0,2.0,5.0,1.0,1.0,6.0,3.0,2.0,5.0,2.0,3.0,1.0,1.0,4.0,2.0,3.0,4.0,3.0,6.0,1.0,1.0,4.0,6.0,3.0,2.0,3.0,4.0,4.0,3.0,9,1,1,2,1,5.0,3,1.0,2.0,3.0,4.0,2,29.3,1.0,93.0,8.0,55.0,2,64.0,0.000160139
